dataset,model,feature,importance,signed_coef
Mouse_4T1,ElasticNet,codon_CAC,0.023564163250086808,-0.023564163250086808
Mouse_4T1,ElasticNet,cds_GT,0.021969355125245445,0.021969355125245445
Mouse_4T1,ElasticNet,codon_GTA,0.021931273948421707,-0.021931273948421707
Mouse_4T1,ElasticNet,codon_CCT,0.021692506884701156,0.021692506884701156
Mouse_4T1,ElasticNet,codon_TCC,0.02158514132708261,0.02158514132708261
Mouse_4T1,ElasticNet,cds_TG,0.02136824706223921,0.02136824706223921
Mouse_4T1,ElasticNet,codon_ACA,0.02126494469215281,-0.02126494469215281
Mouse_4T1,RandomForest,log_tx,0.07276332812567946,
Mouse_4T1,RandomForest,log_cds,0.05017115955385688,
Mouse_4T1,RandomForest,cds_size,0.04857550140842817,
Mouse_4T1,RandomForest,log_utr3,0.031078583204496423,
Mouse_4T1,RandomForest,utr3_size,0.02989229348494789,
Mouse_4T1,RandomForest,cds_C,0.015969900556882285,
Mouse_4T1,RandomForest,cds_CC,0.015069285040214294,
Mouse_4T1,RandomForest,gc_cds,0.011088513616072104,
Mouse_4T1,RandomForest,codon_GGC,0.009764293230077997,
Mouse_4T1,RandomForest,codon_ACC,0.009759198043046112,
Mouse_4T1,RandomForest,codon_CTA,0.009534669326575939,
Mouse_4T1,RandomForest,codon_AGA,0.009492181642824166,
Mouse_4T1,RandomForest,codon_GCC,0.009132374779626029,
Mouse_4T1,RandomForest,codon_CCC,0.008817850355147356,
Mouse_4T1,RandomForest,cds_TT,0.00877799445606325,
Mouse_4T1,RandomForest,codon_TTA,0.008669844191234762,
Mouse_4T1,RandomForest,codon_AAG,0.008328050358372523,
Mouse_4T1,RandomForest,codon_AAC,0.008073669028451172,
Mouse_4T1,RandomForest,codon_GAA,0.007978346705681623,
Mouse_4T1,RandomForest,utr3_AG,0.007972324920735544,
Mouse_4T1,RandomForest,codon_GGT,0.007799030195354226,
Mouse_4T1,RandomForest,codon_ATC,0.007743585725849712,
Mouse_4T1,RandomForest,codon_CGC,0.007737954708372522,
Mouse_4T1,RandomForest,codon_TTT,0.007725318977985786,
Mouse_4T1,RandomForest,cds_TA,0.007711190248899943,
Mouse_4T1,RandomForest,utr3_TT,0.0074613977160926685,
Mouse_4T1,RandomForest,codon_TCG,0.007295266778772964,
Mouse_4T1,RandomForest,utr3_GA,0.007278873576809318,
Mouse_4T1,RandomForest,utr5_TG,0.007172142808975323,
Mouse_4T1,RandomForest,codon_ATA,0.0070758295893338045,
Mouse_4T1,RandomForest,codon_AGG,0.006978847836472988,
Mouse_4T1,RandomForest,codon_TTG,0.006912729404984595,
Mouse_4T1,RandomForest,codon_AGT,0.00687226562568348,
Mouse_4T1,RandomForest,codon_CGT,0.006860139469783505,
Mouse_4T1,RandomForest,codon_GCT,0.006810773524777968,
Mouse_4T1,RandomForest,cds_GC,0.006735908335433624,
Mouse_4T1,RandomForest,codon_TGT,0.006672624301197532,
Mouse_4T1,RandomForest,utr3_G,0.006558189642612643,
Mouse_4T1,RandomForest,utr3_T,0.006507720377596595,
Mouse_4T1,RandomForest,utr3_A,0.006418811376103378,
Mouse_4T1,RandomForest,cds_T,0.006328295771458062,
Mouse_4T1,RandomForest,utr5_TC,0.00630953889770919,
Mouse_4T1,RandomForest,cds_AA,0.00624871141977955,
Mouse_4T1,RandomForest,codon_TCC,0.006184012654696885,
Mouse_4T1,RandomForest,cds_CG,0.006007157159663449,
Mouse_4T1,RandomForest,codon_CAT,0.00597540639382294,
Mouse_4T1,RandomForest,codon_CCA,0.0059481793098504635,
Mouse_4T1,RandomForest,codon_CTT,0.005904362911589104,
Mouse_4T1,RandomForest,utr3_GG,0.005898158943943887,
Mouse_4T1,RandomForest,codon_TGC,0.0058739353273137935,
